#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260786.1       -         CD_10                -         hmm        6      111  1019598  1019490      -     -    6 0.51   0.0   27.7   0.00011 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026261260.1       -         CD_47                -         hmm       60       81     4305     4326      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         CD_47                -         hmm       60       81     6841     6820      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         CD_47                -         hmm       60       81     9082     9103      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         CD_47                -         hmm       60       81     7219     7240      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261277.1       -         CD_47                -         hmm       60       81      738      759      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         CD_47                -         hmm       60       81      644      665      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         CD_47                -         hmm       60       81     3728     3749      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         CD_47                -         hmm       60       81     5715     5694      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261290.1       -         CD_47                -         hmm       60       81      266      287      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         CD_47                -         hmm       60       81     6540     6519      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261293.1       -         CD_47                -         hmm       60       81     4854     4833      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261294.1       -         CD_47                -         hmm       60       81     7589     7610      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_513, whole genome shotgun sequence
NW_026261295.1       -         CD_47                -         hmm       60       81     5874     5853      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261296.1       -         CD_47                -         hmm       60       81     5683     5662      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261297.1       -         CD_47                -         hmm       60       81     6720     6699      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026261298.1       -         CD_47                -         hmm       60       81     6113     6092      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261299.1       -         CD_47                -         hmm       60       81     4776     4797      +     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261305.1       -         CD_47                -         hmm       60       81     5720     5699      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261306.1       -         CD_47                -         hmm       60       81     5677     5656      -     -    6 0.45   0.0   14.8      0.95 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261142.1       -         CD_47                -         hmm       60       81     2924     2945      +     -    6 0.45   0.0   14.8         1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026260785.1       -         CD_47                -         hmm        8       75   354949   355010      +     -    6 0.40   0.0   13.6       2.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260845.1       -         CD_47                -         hmm        9       72    29364    29306      -     -    6 0.42   0.0   12.7       4.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_64, whole genome shotgun sequence
NW_026261136.1       -         CD_47                -         hmm       10       78     9700     9772      +     -    6 0.49   0.0   11.9       8.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_355, whole genome shotgun sequence
NW_026260783.1       -         CD_47                -         hmm       10       58   268549   268606      +     -    6 0.52   0.0   11.8       8.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_2, whole genome shotgun sequence
NW_026260788.1       -         CD_49                -         hmm       22       66    22711    22665      -     -    6 0.36   0.0   15.0      0.91 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_7, whole genome shotgun sequence
NW_026260820.1       -         CD_49                -         hmm       24       65    26901    26858      -     -    6 0.36   0.3   13.1       3.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_39, whole genome shotgun sequence
NW_026260786.1       -         CD_49                -         hmm        9       57  1464855  1464897      +     -    6 0.40   0.0   13.0       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026260931.1       -         CD_49                -         hmm        9       57    11456    11498      +     -    6 0.40   0.0   13.0       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_150, whole genome shotgun sequence
NW_026260791.1       -         CD_49                -         hmm       23       66   822748   822793      +     -    6 0.35   0.1   12.9       4.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_10, whole genome shotgun sequence
NW_026260817.1       -         CD_4                 -         hmm       22       48   157494   157466      -     -    6 0.41   0.0   15.2      0.65 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_36, whole genome shotgun sequence
NW_026260798.1       -         CD_4                 -         hmm        9       43   102406   102369      -     -    6 0.45   0.0   15.0      0.78 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_17, whole genome shotgun sequence
NW_026260789.1       -         CD_4                 -         hmm        7       79  1224580  1224653      +     -    6 0.41   0.0   14.9       0.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_8, whole genome shotgun sequence
NW_026260829.1       -         CD_4                 -         hmm       29       68    93412    93455      +     -    6 0.57   0.0   14.3       1.3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_48, whole genome shotgun sequence
NW_026260815.1       -         CD_4                 -         hmm       24       76    25928    25876      -     -    6 0.45   0.0   13.7         2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_34, whole genome shotgun sequence
NW_026260785.1       -         CD_4                 -         hmm       10       96   283040   282964      -     -    6 0.51   0.0   13.1       2.9 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_4, whole genome shotgun sequence
NW_026260825.1       -         CD_4                 -         hmm       17       38   207899   207879      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_44, whole genome shotgun sequence
NW_026260820.1       -         CD_4                 -         hmm       17       38   390869   390849      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_39, whole genome shotgun sequence
NW_026260839.1       -         CD_4                 -         hmm       17       38    47254    47234      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026261037.1       -         CD_4                 -         hmm       17       38     6181     6161      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         CD_4                 -         hmm       17       38    15993    15973      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         CD_4                 -         hmm       17       38    25806    25786      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         CD_4                 -         hmm       17       38     9163     9183      +     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261064.1       -         CD_4                 -         hmm       17       38    19029    19049      +     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261072.1       -         CD_4                 -         hmm       17       38     9206     9186      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         CD_4                 -         hmm       17       38    19033    19013      -     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261085.1       -         CD_4                 -         hmm       17       38     9236     9256      +     -    6 0.38   0.0   12.8       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
